fid,pc11_state,pc11_distr,pc11_subdi,town_villa,year,Rainfed_cropland,Herbaceous_cover_cropland,Tree_or_shrub_cover_cropland,Irrigated_cropland,Open_evergreen_broadleaved_forest,Closed_evergreen_broadleaved_forest,Open_deciduous_broadleaved_forest,Closed_deciduous_broadleaved_forest,Open_evergreen_needle_leaved_forest,Closed_evergreen_needle_leaved_forest,Open_deciduous_needle_leaved_forest,Closed_deciduous_needle_leaved_forest,Open_mixed_leaf_forest,Closed_mixed_leaf_forest,Shrubland,Evergreen_shrubland,Deciduous_shrubland,Grassland,Lichens_and_mosses,Sparse_vegetation,Sparse_shrubland,Sparse_herbaceous,Swamp,Marsh,Flooded_flat,Saline,Mangrove,Salt_marsh,Tidal_flat,Impervious_surfaces,Bare_areas,Consolidated_bare_areas,Unconsolidated_bare_areas,Water_body,Permanent_ice_and_snow,Filled_value
629525,30,586,05618,Dudal,2002,0.61,1.18,,0.17,3.92,84.32,9.50,407.52,0.17,209.11,,,0.09,,0.26,,,5.92,,,,,,0.09,0.01,,,,,,0.09,,,,,
629531,30,586,05618,Xelpem,2002,0.82,0.35,,0.78,5.73,23.85,3.29,186.70,,65.02,,,1.21,,0.17,,,0.38,,0.52,,,4.14,9.00,11.48,,,,,1.44,,,,81.11,,
629532,30,586,05618,Salauli,2002,4.06,0.52,0.09,0.17,3.20,89.28,13.80,343.47,0.09,197.53,,,0.26,,1.64,,,0.95,,0.17,,,3.11,16.44,95.28,,,,,0.09,0.35,,,268.12,,
629533,30,586,05618,Uguem,2002,15.16,0.58,,11.14,17.65,170.25,25.25,938.61,0.43,515.50,,,3.77,,0.52,,,0.17,,0.26,,,1.20,4.86,15.81,,,,,4.91,0.26,,,37.60,,
629534,30,586,05618,Tudou,2002,31.03,6.16,,6.11,7.31,650.69,19.08,277.43,0.60,294.38,0.17,,1.86,,9.09,,,18.06,,0.09,,,0.43,1.38,3.63,,,,,0.16,1.12,,,0.67,,
629535,30,586,05618,Potrem,2002,3.03,0.93,,0.95,4.72,1698.50,20.14,155.63,0.86,250.36,0.09,,10.79,,1.61,,,7.45,,0.09,,,,,0.02,,,,,0.02,,,,,,
629536,30,586,05618,Bati,2002,6.01,0.78,,6.99,6.73,1431.53,37.37,535.01,0.78,811.76,,,8.17,,0.86,,,7.01,,0.09,,,0.26,0.09,0.41,,,,,0.52,,,,0.17,,
629537,30,586,05618,Cumbari,2002,0.60,,,1.24,1.61,2419.92,10.88,87.60,,202.16,0.35,,4.77,,0.09,,,0.26,,,,,,,,,,,,,,,,,,
629538,30,586,05618,Viliena,2002,0.52,,,7.22,3.05,74.70,4.87,128.37,0.17,172.16,,,1.21,,,,,,,,,,,,,,,,,,,,,,,
629539,30,586,05618,Dongor,2002,,,,0.35,0.30,737.34,2.25,17.99,,81.57,0.09,,0.63,,,,,,,,,,,,,,,,,,,,,,,
629540,30,586,05618,Naiquinim,2002,1.64,0.09,,10.11,6.75,279.31,33.82,849.81,0.26,531.47,0.26,,2.48,,0.26,,,3.63,,0.35,,,9.96,62.41,90.32,,,,,0.43,0.52,,,52.27,,
629541,30,586,05618,Porteem,2002,0.09,,,2.15,3.02,197.30,19.17,223.90,,364.81,,,0.84,,1.04,,,,,0.17,,,1.81,17.52,125.80,,,,,,0.26,,,267.01,,
629542,30,586,05618,Curdi,2002,1.30,0.69,,0.46,5.79,283.19,22.10,420.83,0.43,202.50,3.02,,5.53,,1.12,,,6.22,,0.52,,,2.03,29.01,127.06,,,,,,0.43,,,314.60,,
629546,30,586,05618,Vichundrem,2002,0.86,,,9.59,4.09,166.20,24.79,267.08,0.60,591.85,0.17,,1.90,,0.26,19.35,,0.69,,,,,,,,,,,,0.09,,,,,,
629547,30,586,05618,Sigonem,2002,,,,,0.17,2061.59,3.21,8.64,,25.71,0.09,,2.25,,,2.51,,,,,,,,,,,,,,,,,,,,
629548,30,586,05618,Netorli,2002,4.75,0.09,,36.63,11.48,2093.67,75.72,484.98,1.81,1339.79,0.60,,13.44,,0.26,131.00,,1.64,,0.09,,,,,,,,,,0.69,,,,,,
629549,30,586,05618,Nundem,2002,5.27,1.64,,0.52,3.02,553.55,20.43,81.02,0.09,156.04,0.81,,4.90,,,17.31,,,,,,,,,,,,,,,,,,,,
629550,30,586,05618,Verlem,2002,2.42,3.46,,1.21,17.29,3353.31,107.19,298.39,0.86,438.17,3.80,,36.66,,3.37,184.81,,5.96,,,,,,,,,,,,0.09,,,,,,4.71
629556,30,586,05619,Gaodongrem,2002,121.97,75.15,3.06,20.12,70.31,1490.89,159.06,2899.41,2.71,1202.31,1.35,0.26,137.38,,5.42,281.81,,0.09,,,,,0.50,0.35,,,,,,1.70,0.43,,,,,11.87
629557,30,586,05619,Poinguinim,2002,86.97,39.46,23.33,52.93,35.72,329.08,96.07,1445.52,3.40,753.49,1.90,0.35,16.84,,2.79,9.79,,75.06,0.09,0.26,,,2.35,5.25,1.48,,,,,17.45,,,,4.66,,2.33
629559,30,586,05619,Cotigao,2002,99.26,35.81,7.95,20.99,30.30,6830.04,218.18,1065.02,4.58,2513.81,2.68,2.39,81.56,,1.19,144.79,,2.17,,,,,,,,,,,,1.56,,,,,,15.08
629225,30,585,05610,Penha-de-Franca,2003,25.99,2.85,,25.13,4.92,3.71,7.50,294.61,,15.40,,,0.17,,3.36,,,1.81,,,,,0.09,4.46,2.64,,,,,71.04,,,,23.44,,
629226,30,585,05610,Salvador do Mundo,2003,97.70,1.55,,32.15,12.98,59.53,27.93,562.31,0.09,184.85,,,0.78,,0.78,,,2.93,,0.17,,,5.21,56.90,57.52,,,,0.34,15.12,1.32,,,84.48,,
629231,30,585,05611,Chorao,2003,221.13,27.19,0.43,57.67,15.08,17.74,13.31,714.39,1.66,46.50,0.09,,1.98,,11.18,,,2.16,,0.60,,,42.08,123.32,86.56,,0.09,,0.26,4.01,1.07,,,373.61,,
629234,30,585,05611,Navelim,2003,36.05,4.10,,26.59,4.12,2.29,3.44,175.68,0.32,3.13,,,0.34,,1.55,,,0.95,,0.43,,,11.15,114.83,41.92,,,,,0.95,0.52,,,225.60,,
629255,30,585,05611,Chimbel,2003,3.72,0.09,,3.89,2.71,1.12,12.95,264.78,0.09,75.52,,,,,0.25,,,5.09,,,,,,6.50,2.63,,,,,31.90,0.17,,,87.53,,
629261,30,585,05611,Panaji,2003,133.84,9.31,,229.58,15.59,22.73,42.92,1308.14,0.78,140.87,0.17,,2.32,,6.68,,,36.72,,0.34,,,8.57,121.23,49.15,,,,8.07,340.66,1.46,,,250.43,,
629292,30,585,05613,Siroli,2003,0.26,0.15,,1.72,2.33,147.12,11.11,110.86,,57.82,,,1.74,,,,,,,,,,,,,,,,,,,,,,,
629293,30,585,05613,Anjunem,2003,,,,,0.69,136.00,1.81,12.47,,8.72,0.43,,0.52,,0.26,,,,,,,,0.34,3.50,11.36,,,,,,,,,22.83,,
629294,30,585,05613,Quelaudem,2003,,,,,0.52,244.32,0.96,12.85,,19.55,1.87,,2.44,,,,,,,,,,0.60,2.61,3.04,,,,,,,,,12.78,,
629295,30,585,05613,Ponsuli,2003,0.38,,,0.69,1.75,254.48,7.57,27.59,0.17,35.27,0.60,,2.32,,0.37,,,,,,,,0.15,0.55,2.42,,,,,,,,,0.09,,
629296,30,585,05613,Choraundem,2003,6.31,1.03,,0.60,13.02,377.77,11.43,155.04,0.09,43.44,3.27,,13.23,,,,,,,,,,,,,,,,,0.60,,,,,,
629297,30,585,05613,Ivrem-Buzruco,2003,15.48,1.02,,1.75,12.46,203.43,4.14,197.07,,34.19,0.09,,14.18,,,0.09,,,,,,,,,,,,,,1.38,,,,,,
629298,30,585,05613,Ivrem-Curdo,2003,8.27,0.10,,1.67,3.76,185.63,5.34,85.92,0.09,71.11,,,3.61,,,,,,,,,,,,,,,,,0.43,,,,,,
629299,30,585,05613,Golauli,2003,0.21,,,2.78,5.83,437.84,7.31,114.82,0.09,51.55,0.60,,17.99,,,,,,,,,,,,,,,,,0.09,,,,,,
629300,30,585,05613,Surla,2003,0.34,,,0.27,5.34,1122.58,18.85,212.00,0.26,62.86,4.26,0.09,44.83,,0.26,,,3.27,,,,,,,,,,,,0.60,,,,,,
629301,30,585,05613,Satrem,2003,0.18,,,1.80,5.72,1930.55,11.82,114.17,0.09,51.45,2.55,,28.11,,,,,,,,,,,,,,,,,,,,,,,
629302,30,585,05613,Derodem,2003,0.09,,,1.64,1.61,1209.66,6.86,67.17,,45.51,0.17,,4.31,,0.20,,,1.61,,,,,,,,,,,,,,,,,,
629303,30,585,05613,Codal,2003,0.09,,,0.86,3.30,1057.71,10.66,91.39,0.22,132.92,0.69,,10.78,,,,,,,,,,,,,,,,,,,,,,,
629304,30,585,05613,Rivem,2003,0.50,,,2.62,3.66,333.76,8.50,70.62,0.43,86.46,0.00,,5.29,,,,,,,,,,,,,,,,,0.26,,,,,,
629305,30,585,05613,Dongurli,2003,29.32,0.95,,22.75,7.77,187.36,19.69,379.29,0.69,171.81,,0.09,5.63,,,,,,,,,,,,,,,,,5.18,,,,,,
629306,30,585,05613,Pale,2003,2.59,0.44,,1.55,6.08,385.07,7.64,264.87,0.86,90.99,1.72,,14.10,,0.09,,,,,,,,,,,,,,,1.40,,,,,,
629307,30,585,05613,Gululem,2003,0.31,,,0.26,0.45,605.23,2.33,19.22,0.26,31.65,0.86,,1.72,,0.67,,,,,,,,2.17,11.61,11.44,,,,,,0.26,,,90.19,,
629308,30,585,05613,Querim,2003,0.26,0.09,,2.93,5.48,751.49,25.85,229.95,0.17,204.25,0.26,,4.35,,,,,,,0.09,,,0.95,0.60,,,,,,4.55,,,,0.34,,
629310,30,585,05613,Saleli,2003,18.05,2.24,,8.02,7.41,191.99,12.49,488.79,0.60,130.63,0.34,,4.02,,3.19,,,0.43,,,,,,,,,,,,2.50,,,,,,
629311,30,585,05613,Zormen,2003,0.86,0.34,,0.96,8.79,393.54,20.74,210.21,1.81,97.45,1.47,,16.43,,0.09,,,,,,,,,,,,,,,0.17,,,,,,
629312,30,585,05613,Dabem,2003,1.64,0.26,,1.27,4.41,151.74,8.33,129.96,0.09,85.69,,,3.75,,,,,,,,,,,,,,,,,0.09,,,,,,
629313,30,585,05613,Compordem,2003,11.49,1.33,,6.23,9.00,238.89,9.91,345.46,0.60,87.58,0.34,,12.13,,0.09,,,,,,,,,,,,,,,1.47,,,,,,
629314,30,585,05613,Edorem,2003,1.90,0.09,,1.98,1.43,35.36,4.34,44.05,0.09,55.00,,,0.38,,,,,,,,,,,,,,,,,,,,,,,
629315,30,585,05613,Naneli,2003,2.93,0.55,,4.70,4.97,111.97,10.33,326.30,0.26,170.94,,,5.88,,,,,,,,,,,,,,,,,0.31,,,,,,
629316,30,585,05613,Carambolim-Brama,2003,0.86,0.09,,2.87,4.56,216.99,3.71,156.31,,110.09,0.09,,1.12,,0.09,,,,,,,,,,,,,,,,,,,,,
629317,30,585,05613,Xelopo-Buzruco,2003,0.09,,,3.47,1.32,33.20,3.45,98.78,,61.39,,,0.44,,,,,,,,,,,,,,,,,,,,,,,
629318,30,585,05613,Sigonem,2003,0.95,,,0.95,3.50,176.63,4.70,54.82,0.09,62.65,,,0.90,,,,,,,,,,,,,,,,,,,,,,,
629319,30,585,05613,Maloli,2003,0.09,,,3.69,5.36,202.43,8.53,187.96,0.21,151.19,,0.09,2.15,,,,,,,,,,,,,,,,,,,,,,,
629320,30,585,05613,Nanorem,2003,0.20,,,3.12,5.86,177.71,4.42,80.82,0.09,72.28,0.09,,0.78,,,,,,,,,,,,,,,,,,,,,,,
629321,30,585,05613,Vainguinim,2003,,,,0.17,1.90,805.56,2.07,15.16,,11.73,0.26,,0.09,,,,,,,,,,,,,,,,,,,,,,,
629322,30,585,05613,Zarani,2003,0.14,,,0.52,1.61,683.82,6.11,40.02,0.17,67.80,0.09,,5.07,,,,,,,0.71,,,1.37,0.58,,,,,,,,,,0.17,,
629323,30,585,05613,Ustem,2003,0.24,,,1.47,6.94,154.82,4.97,149.23,0.34,99.12,,,0.34,,,,,,,0.43,,,0.48,2.71,0.17,,,,,0.09,0.07,,,0.13,,
629324,30,585,05613,Davem,2003,0.26,,,1.43,10.99,193.37,14.80,227.83,0.09,165.72,,,2.61,,,,,,,0.02,,,1.02,1.46,,,,,,0.34,0.09,,,,,
629325,30,585,05613,Bombedem,2003,,,,,0.43,19.95,0.56,14.28,,19.45,,,,,,,,,,,,,,,,,,,,,,,,,,
629326,30,585,05613,Ambedem,2003,0.13,0.26,,,1.13,28.73,1.61,37.88,0.09,45.46,,,0.09,,,,,,,,,,,,,,,,,0.09,,,,,,
629327,30,585,05613,Nagargao,2003,0.34,0.34,,3.42,2.84,46.37,2.23,77.34,,48.37,,,0.37,,,,,,,,,,,,,,,,,0.26,,,,,,
629328,30,585,05613,Satorem,2003,0.32,,,2.19,1.90,34.90,2.69,92.37,,65.70,,,0.12,,,,,,,,,,,,,,,,,0.09,,,,,,
629329,30,585,05613,Mauzi,2003,11.21,0.52,,9.07,7.92,121.52,12.04,288.87,0.34,171.37,0.14,,3.35,,0.17,,,,,,,,,,,,,,,1.30,,,,,,
629330,30,585,05613,Buimpal,2003,3.49,0.43,,2.46,0.78,106.78,3.65,176.42,,116.91,,,,,,,,0.43,,,,,,,,,,,,7.65,,,,,,
629331,30,585,05613,Cumarconda,2003,1.58,0.09,,1.74,0.60,150.47,10.55,135.11,,244.57,,,0.05,,0.09,,,,,,,,,,,,,,,,,,,,,
629339,30,585,05613,Sanvordem,2003,0.28,,,0.15,6.31,100.75,11.07,114.56,,94.61,,,1.72,,,,,,,0.10,,,1.07,1.63,,,,,,,0.09,,,0.39,,
629340,30,585,05613,Sonal,2003,0.30,0.09,,2.36,4.44,66.88,5.69,138.73,0.09,89.42,,,1.29,,,,,0.09,,0.38,,,1.36,4.04,0.26,,,,,,0.09,,,0.63,,
629341,30,585,05613,Codvol,2003,,,,0.26,0.89,819.77,2.80,23.90,,18.17,,,0.18,,,0.09,,,,0.49,,,0.09,0.17,,,,,,,,,,,,
629342,30,585,05613,Pendral,2003,0.17,,,1.03,1.81,1673.63,5.55,32.48,,61.35,0.09,,3.84,,,,,,,,,,0.44,0.19,,,,,,,,,,0.00,,
629343,30,585,05613,Caranzol,2003,8.16,4.91,,4.27,14.91,2861.24,30.37,376.41,0.34,670.93,0.86,,10.77,,0.17,0.26,,0.17,,1.00,,,1.75,1.95,0.00,,,,,0.43,0.10,,,0.45,,
629344,30,585,05613,Carambolim-Bozruco,2003,0.43,0.09,,0.17,16.05,220.38,11.52,110.18,,124.27,,,1.19,,,,,,,,,,,,,,,,,0.34,,,,,,
629345,30,585,05613,Velguem,2003,0.76,0.26,,1.01,6.12,99.13,10.11,199.02,0.09,116.77,,,0.53,,,,,0.17,,0.32,,,0.88,6.02,0.09,,,,,0.86,0.12,,,1.82,,
629356,30,585,05613,Xelopo-Curdo,2003,4.83,1.64,,0.29,4.86,130.92,8.52,143.17,0.09,155.05,,,0.84,,0.34,,,1.47,,,,,0.09,0.34,0.34,,,,,,0.17,,,0.17,,
629357,30,585,05613,Siranguli,2003,2.21,0.69,,0.09,1.57,205.16,2.26,48.28,0.09,53.50,,,0.78,,,,,,,,,,,,,,,,,,,,,,,
629358,30,585,05613,Sirsodem,2003,0.90,0.35,,0.52,2.25,170.80,3.44,71.35,,48.10,,,0.39,,,,,,,,,,,,,,,,,0.26,,,,,,
629359,30,585,05613,Assodem,2003,0.95,0.43,,0.74,0.55,346.66,4.23,73.61,0.17,78.66,,,0.26,,,,,,,,,,,,,,,,,,,,,,,
629360,30,585,05613,Govanem,2003,0.17,,,0.09,0.95,230.04,6.71,54.00,0.34,135.54,,,0.34,,,,,,,,,,,,,,,,,,,,,,,
629361,30,585,05613,Malpona,2003,,,,0.60,0.78,99.76,2.84,143.59,0.09,129.71,,,0.52,,0.09,,,1.90,,,,,,,,,,,,,,,,,,
629362,30,585,05613,Ambeli,2003,,,,0.26,0.63,60.15,3.44,36.09,,113.45,,,0.52,,0.09,,,,,,,,,,,,,,,,,,,,,
629363,30,585,05613,Melauli,2003,0.43,0.09,,1.99,7.92,283.91,16.21,537.81,0.11,768.64,0.09,,1.38,,,,,1.03,,0.17,,,2.28,2.41,,,,,,,,,,,,
629364,30,585,05613,Conquirem,2003,2.16,0.69,,0.26,0.86,115.54,4.11,246.43,0.32,454.03,,,0.26,,1.03,,,3.36,,0.17,,,1.74,4.06,0.51,,,,,1.72,,,,1.16,,
629376,30,585,05614,Gangem,2003,0.47,,,1.11,0.86,181.32,8.12,99.47,0.34,242.96,,,0.60,,,,,,,,,,0.45,1.26,0.33,,,,,0.43,,,,4.26,,
629397,30,585,05614,Usgao,2003,24.54,1.81,,33.98,10.67,364.85,47.55,1272.05,0.69,702.13,0.09,,3.41,,1.38,,,19.06,,0.69,,,15.28,36.52,14.47,,,,,65.24,0.92,,,54.16,,
629472,30,586,05617,Undorna,2003,0.54,2.22,,1.38,5.57,56.74,5.31,354.35,0.09,96.30,,,0.09,,0.78,,,0.16,,0.09,,,1.38,7.86,12.78,,,,,,,,,27.86,,
629493,30,586,05617,Sulcorna,2003,2.01,0.52,,1.12,5.47,460.68,20.61,318.11,1.10,467.56,,,5.27,,1.38,12.46,,1.06,,,,,,,,,,,,0.17,,,,,,
629495,30,586,05617,Cazur,2003,1.64,3.11,,0.35,3.65,445.66,17.78,98.21,0.43,99.53,0.09,,18.11,,0.09,17.09,,,,,,,,,,,,,,,,,,,,
629496,30,586,05617,Mangal,2003,1.73,1.47,,0.78,6.18,766.06,17.61,123.60,0.35,199.02,0.95,,13.83,,0.17,28.74,,0.26,,,,,,,,,,,,,,,,,,
629500,30,586,05618,Piliem,2003,14.19,5.69,,4.64,3.40,273.63,9.07,666.69,0.35,216.25,,,1.97,,5.61,,,34.35,,0.09,,,1.22,7.57,0.40,,,,,13.60,0.09,,,0.96,,
629501,30,586,05618,Darbandora,2003,50.83,15.59,,23.85,18.78,835.99,46.49,1769.98,1.29,1588.25,0.09,,13.04,,13.31,,,65.77,,0.35,,,2.42,9.90,3.40,,,,,1.73,0.35,,,3.25,,
629502,30,586,05618,Sancordem,2003,0.26,0.35,,2.07,0.26,347.56,9.06,88.44,0.86,342.81,,,0.35,,0.09,,,3.97,,,,,,,,,,,,,,,,,,
629503,30,586,05618,Aglote,2003,3.70,1.21,,7.66,5.91,261.56,21.19,609.90,0.69,737.11,0.09,0.09,1.38,,0.69,,,6.26,,0.32,,,0.33,0.80,0.35,,,,,0.34,,,,,,
629504,30,586,05618,Surla,2003,3.88,1.64,,9.00,12.65,4755.38,43.21,560.17,0.69,1089.47,0.34,,36.15,,0.43,,,0.43,,,,,,,,,,,,0.11,,,,,,
629505,30,586,05618,Molem,2003,5.38,0.62,,25.33,5.53,1900.15,41.72,609.87,0.60,1151.35,0.09,,16.29,,0.27,,,1.30,,,,,,,0.00,,,,,1.38,,,,,,
629506,30,586,05618,Caranzol,2003,1.38,,,8.29,4.83,2263.13,17.22,122.22,0.28,143.43,0.08,,11.75,,0.52,,,5.50,,,,,0.09,0.09,,,,,,,,,,,,
629507,30,586,05618,Colem,2003,24.48,10.82,,15.01,7.54,939.72,28.63,943.60,0.69,1013.85,0.01,,2.29,,1.89,,,16.97,,0.35,,,1.21,3.02,2.58,,,,,9.49,0.52,,,0.09,,
629508,30,586,05618,Sigao,2003,35.90,8.75,,5.87,8.78,306.28,22.41,1079.32,0.52,641.17,0.09,,2.19,,4.01,,,36.52,,0.52,,,0.78,7.25,5.88,,,,,0.35,0.43,,,2.27,,
629509,30,586,05618,Sangod,2003,22.69,5.89,,16.82,9.68,393.86,33.61,1372.14,1.55,1056.29,0.17,,3.88,,9.25,,,48.99,,0.28,,,2.24,3.84,2.03,,,,,1.61,1.38,,,1.96,,
629510,30,586,05618,Cormonem,2003,0.27,,,1.73,1.97,28.68,4.25,268.39,0.09,122.22,,,0.33,,,,,0.09,,,,,0.40,0.26,,,,,,0.17,,,,,,
629511,30,586,05618,Codli,2003,130.41,39.42,,16.33,27.57,184.72,39.95,1276.58,0.78,458.94,,,1.64,,27.01,,,68.01,,1.21,,,0.37,9.61,29.10,,,,,2.07,7.33,,,33.40,,
629514,30,586,05618,Bandoli,2003,30.66,9.86,,5.83,11.78,100.90,16.40,590.85,0.26,255.81,,,0.57,,8.90,,,13.12,,0.85,,,0.29,0.43,4.84,,,,,1.04,1.64,,,5.74,,
629517,30,586,05618,Santona,2003,111.61,30.19,,10.58,11.40,6.64,7.80,543.61,0.43,129.34,,,0.78,,14.93,,,38.72,,0.96,,,0.17,3.19,23.21,,,,,2.95,6.39,,,22.28,,
629518,30,586,05618,Calem,2003,2.85,4.81,,13.05,10.86,755.92,22.04,1553.46,0.09,1237.28,,,4.94,,0.84,,,7.25,,,,,0.26,0.77,,,,,,1.29,,,,,,
629519,30,586,05618,Sonauli,2003,0.52,,0.04,1.47,5.78,2422.94,19.20,102.74,0.09,122.75,0.35,,7.84,,0.09,,,0.09,,,,,,,,,,,,,,,,,,
629520,30,586,05618,Boma,2003,,,,,0.17,788.03,3.09,8.64,,17.23,0.09,,2.50,,,,,,,,,,,,,,,,,,,,,,,
629521,30,586,05618,Oxel,2003,,,,,0.09,1002.25,1.97,20.86,,30.71,,,0.16,,,,,,,,,,,,,,,,,,,,,,,
629522,30,586,05618,Dongurli,2003,0.09,,,,0.46,884.72,4.51,49.74,,159.25,,,0.08,,,,,,,,,,,,,,,,,,,,,,,
629523,30,586,05618,Patiem,2003,29.72,5.09,,3.66,5.23,797.78,10.05,216.87,0.41,169.71,,,1.97,,2.29,,,15.58,,0.17,,,,0.26,5.45,,,,,0.26,0.78,,,4.07,,
629524,30,586,05618,Maulinguem,2003,3.03,1.25,,0.17,5.35,211.10,6.02,175.89,0.17,113.24,,,0.52,,0.84,,,0.90,,0.17,,,,0.60,1.64,,,,,,0.61,,,0.09,,
629525,30,586,05618,Dudal,2003,1.92,0.94,,0.17,4.71,84.75,10.73,404.71,0.17,207.99,,,0.09,,0.85,,,5.22,,0.18,,,,0.17,0.26,,,,,,0.08,,,,,
629531,30,586,05618,Xelpem,2003,1.07,0.26,,0.78,5.56,23.60,3.29,186.28,,64.16,,,1.21,,0.17,,,0.38,,0.43,,,4.14,10.12,10.32,,,,,1.36,,,,82.88,,
629532,30,586,05618,Salauli,2003,4.06,0.86,0.09,0.52,3.11,87.76,11.81,338.38,0.09,194.31,,,0.26,,0.95,,,0.95,,,,,3.63,23.17,94.59,,,,,,0.17,,,273.90,,
629533,30,586,05618,Uguem,2003,14.46,1.35,,10.97,17.39,168.78,25.12,943.49,0.43,511.75,,,3.77,,0.46,,,0.26,,0.26,,,1.20,4.44,14.51,,,,,5.09,0.17,,,40.02,,
629534,30,586,05618,Tudou,2003,30.29,10.22,,6.01,7.62,650.18,18.82,272.51,0.95,292.27,0.17,,1.85,,10.59,,,15.90,,0.26,,,0.35,0.52,8.02,,,,,0.09,1.99,,,0.85,,
629535,30,586,05618,Potrem,2003,2.75,1.96,,0.78,4.57,1699.19,18.33,157.19,0.69,248.89,0.09,,11.66,,1.63,,,7.45,,,,,,,0.02,,,,,,,,,,,
629536,30,586,05618,Bati,2003,5.56,0.86,,6.82,6.91,1426.19,37.67,540.50,0.95,812.44,,,7.92,,0.86,,,6.66,,0.17,,,0.26,0.09,0.33,,,,,0.17,,,,0.17,,
629537,30,586,05618,Cumbari,2003,0.52,,,1.24,1.52,2420.09,11.25,87.58,,201.64,0.35,,4.95,,0.09,,,0.26,,,,,,,,,,,,,,,,,,
629538,30,586,05618,Viliena,2003,0.60,,,6.97,2.85,74.87,5.01,129.32,0.17,171.43,,,1.04,,,,,,,,,,,,,,,,,,,,,,,
629539,30,586,05618,Dongor,2003,,,,0.35,0.30,737.43,1.99,18.23,,81.51,0.09,,0.63,,,,,,,,,,,,,,,,,,,,,,,
629540,30,586,05618,Naiquinim,2003,1.90,0.09,,10.29,7.34,277.67,33.38,852.55,0.35,527.77,0.17,,2.48,,0.26,,,3.63,,,,,9.30,62.53,84.48,,,,,0.26,0.51,,,61.19,,
629541,30,586,05618,Porteem,2003,0.26,,,1.89,2.42,192.68,18.62,222.78,,364.19,,,0.93,,0.78,,,,,,,,2.76,22.26,132.88,,,,,,0.18,,,262.26,,
629542,30,586,05618,Curdi,2003,1.73,0.86,,0.43,6.05,282.70,21.08,415.82,0.35,202.31,3.02,,5.70,,0.69,,,6.05,,0.26,,,2.04,32.74,113.92,,,,,,,,,331.09,,
629546,30,586,05618,Vichundrem,2003,0.86,,,9.59,4.18,166.37,25.74,265.86,0.60,591.94,0.17,,1.81,,0.26,19.35,,0.69,,,,,,,,,,,,0.09,,,,,,
629547,30,586,05618,Sigonem,2003,,,,,0.17,2061.51,3.21,8.72,,25.71,0.09,,2.25,,,2.51,,,,,,,,,,,,,,,,,,,,
629548,30,586,05618,Netorli,2003,4.67,0.09,,36.29,11.30,2092.81,75.38,484.03,1.81,1342.39,0.52,,13.96,,0.26,131.09,,1.64,,0.09,,,0.09,,,,,,,0.26,,,,,,
629549,30,586,05618,Nundem,2003,5.18,1.64,,0.52,2.94,553.29,20.26,80.67,0.09,156.82,0.81,,5.08,,,17.31,,,,,,,,,,,,,,,,,,,,
629550,30,586,05618,Verlem,2003,2.42,3.11,,1.21,17.72,3353.42,103.74,296.70,0.95,440.80,3.37,,38.64,,3.63,185.07,,6.22,,,,,,,,,,,,,,,,,,4.71
629556,30,586,05619,Gaodongrem,2003,119.46,74.72,3.06,20.38,69.74,1487.96,157.13,2904.03,2.89,1205.07,1.61,0.26,137.48,,5.42,281.90,,0.09,,0.35,,,0.94,0.18,,,,,,1.19,0.43,,,,,11.87
629557,30,586,05619,Poinguinim,2003,84.45,39.72,23.33,52.53,36.24,330.56,97.48,1442.92,3.74,754.20,1.90,0.35,17.17,,2.88,9.71,,74.98,0.09,0.25,,,2.60,5.59,1.43,,,,,17.10,,,,5.07,,2.33
629559,30,586,05619,Cotigao,2003,97.19,35.89,7.95,20.82,30.44,6826.34,216.81,1068.10,4.66,2516.38,2.68,2.65,81.95,,1.27,145.04,,2.17,,,,,,,,,,,,1.90,,,,,,15.08
629225,30,585,05610,Penha-de-Franca,2004,23.63,2.33,,23.25,4.48,3.71,7.24,291.15,,15.57,,,0.26,,2.85,,,2.07,,,,,0.09,4.09,3.10,,,,,80.12,0.09,,,23.10,,
629226,30,585,05610,Salvador do Mundo,2004,97.47,1.47,,32.48,13.03,59.81,28.28,564.45,0.09,184.77,,,0.60,,0.78,,,2.76,,0.34,,,5.21,54.66,56.77,,,,0.17,14.90,1.44,,,85.17,,
629231,30,585,05611,Chorao,2004,214.35,27.97,0.43,56.67,15.17,18.74,14.01,719.28,1.38,46.84,,,1.72,,11.79,,,3.20,,1.03,,,42.10,116.85,107.38,,,,1.21,3.67,1.30,,,357.01,,
629234,30,585,05611,Navelim,2004,35.55,5.37,,25.65,5.33,2.26,4.65,208.88,0.43,3.39,,,0.52,,1.64,,,3.97,,1.21,,,9.08,89.40,37.17,,,,,0.86,0.52,,,218.12,,
629255,30,585,05611,Chimbel,2004,4.93,0.17,,3.84,2.45,1.12,12.25,263.44,0.09,75.09,,,,,0.46,,,5.18,,,,,,7.39,3.26,,,,,32.71,0.17,,,86.38,,
629261,30,585,05611,Panaji,2004,137.67,10.60,,223.51,15.51,23.06,44.22,1276.06,1.10,140.94,0.17,,2.24,,7.62,,,37.08,,0.60,,,8.38,117.01,54.74,,0.09,,8.49,370.24,2.07,,,248.16,,
629292,30,585,05613,Siroli,2004,0.31,0.15,,1.72,2.24,146.77,11.20,110.92,,58.06,,,1.74,,,,,,,,,,,,,,,,,,,,,,,
